text,clusters,probabilities
wikipedia wiki weightlifting the summer olympics weightlifting olympics wikipedia weightlifting competitions olympics beijing competitions conducted beihang sports,5,"[8.223945769714192e-06, 1.2518953553808387e-05, 2.9749035093118437e-05, 2.159770584597709e-09, 1.2355068079727971e-08, 0.9999488592147827, 8.439097511081517e-12, 5.546551165025448e-07]"
iwf international weightlifting federation news championships rankings statistics records events publications videos sports,5,"[2.1117154247463077e-08, 2.3156974293669919e-07, 4.308113332740504e-08, 3.024860917300032e-10, 1.160188176640986e-07, 0.9999995231628418, 1.1125856095792197e-12, 4.732120473249779e-09]"
criticalbench critical bench weight lifting weight training bench press weight lifting weight training strength training bodybuilding super workout routines programs supplements equipment books powerlifting sports,4,"[1.3749559002462775e-06, 0.002413076814264059, 1.91168346646009e-05, 0.0030144897755235434, 0.7523087859153748, 0.23810753226280212, 5.298011456034146e-05, 0.004082635976374149]"
dir yahoo recreation sports weightlifting weightlifting yahoo directory sites bodybuilding weightlifting competition information clubs organizations news male female bodybuilding tips sports,5,"[1.4441083884264572e-09, 1.4145606428428437e-06, 2.5929864477802766e-08, 2.9155660108415304e-09, 2.943286681045265e-08, 0.9999983310699463, 7.919613044787138e-14, 2.644356698056072e-07]"
intense workout workout routines workout routines weightlifting bodybuilding programs information workout routines weightlifting bodybuilding programs exercises weight muscle mass weight lose losing sports,5,"[8.339564772086305e-08, 5.6493990996386856e-05, 7.907063377388113e-07, 1.1704626558639575e-05, 0.0012752722250297666, 0.9986538887023926, 6.270617358694608e-10, 1.5822432715140167e-06]"
wlinfo weightlifting weight training informational articles faq links events sports,5,"[1.6270532796625048e-06, 2.206514636782231e-06, 9.97685560832906e-08, 5.723939722201976e-08, 0.0004440669436007738, 0.9995519518852234, 3.9797960482701455e-09, 1.848293629258535e-09]"
olympic sports programme index sportcode international olympic committee sports weightlifting combination power speed technique weightlifting programme modern olympic games athens sports,5,"[1.2625019962797523e-07, 3.8611692616541404e-06, 2.1432238206386955e-09, 3.5352536870147944e-11, 3.2690048445971343e-09, 0.9999313354492188, 1.1246756997929097e-11, 6.470661901403219e-05]"
medicinenet weight lifting article weight lifting resistance training programs tips weight-lifting technique weight training risk injury benefits effects resistance sports,4,"[3.2426621032755065e-07, 1.989518594314177e-08, 2.9065594375765613e-09, 1.630120344264796e-10, 0.9999961853027344, 3.390174242667854e-06, 9.161320140005369e-12, 9.560449654166803e-12]"
answers topic weightlifting weightlifting definition answers com weight·lift·ing lifting heavy weights prescribed manner exercise athletic competition sports,5,"[6.205624458743841e-08, 7.426519732689485e-05, 7.39846200303873e-07, 3.924737157490199e-08, 9.935639582181466e-07, 0.9999233484268188, 1.4422633087818326e-09, 5.310552069204277e-07]"
amazon weightlifting trash can sinatras yfi amazon com weightlifting music trash sinatras amazon com weightlifting music trash sinatras trash sinatras sports,7,"[7.819511665729806e-06, 0.004378554876893759, 5.985042207612423e-06, 0.00026658119168132544, 2.5850069505395368e-05, 0.04127240553498268, 4.3455816202409014e-12, 0.9540427923202515]"
amazon tag weightlifting amazon com weightlifting community weightlifting tag discover products share images discuss questions weightlifting experts sports,5,"[1.6201656762859784e-05, 0.03441126272082329, 0.0029791095294058323, 0.0010833890410140157, 0.00021232986182440072, 0.9600167274475098, 1.524107773320793e-07, 0.001280794502235949]"
mastersweightlifting masters weightlifting schedules competitions qualifying totals world american records weightlifting publications sites web sports,5,"[5.103453659671686e-08, 0.00021958058641757816, 7.294756301234884e-07, 3.5881949855820494e-08, 3.82997853876077e-07, 0.9997755885124207, 3.738779841278017e-10, 3.60400190402288e-06]"
intense workout intense workout weightlifting bodybuilding weight loss weight information weightlifting bodybuilding workout routines weight loss losing fat weight muscle mass exercises sports,5,"[1.4690023419916542e-07, 1.6475803931825794e-05, 4.705415904027177e-06, 3.798184479819611e-05, 0.001792580122128129, 0.9981227517127991, 2.5585877860834216e-10, 2.5407902285223827e-05]"
qwa olympic weightlifting olympic weightlifting articles video footage training programs athlete calendar records rankings sports,5,"[1.4367317113794797e-08, 3.343910179864906e-07, 9.931294675524782e-10, 2.3594382003722103e-10, 2.9574433568768654e-08, 0.9999996423721313, 1.3833312750496929e-12, 1.9786341454164358e-08]"
msbn usavision usa weightlifting information history records news merchandise athlete profiles ranking calendar links sports,5,"[2.0661755684159289e-07, 9.387856698594987e-05, 8.243094953286345e-07, 8.359121750345366e-08, 6.3216803027899005e-06, 0.9998985528945923, 7.74732274860801e-12, 8.156760600286361e-09]"
strengthtech strength tech weight lifting weightlifting prisons weight lifting equipment okie grip barbell collars percentage charts foam vinyl recovering weightlifting equipment sports,4,"[2.7692892672348535e-06, 0.0009936068672686815, 3.759165701922029e-05, 0.002379794605076313, 0.8944872617721558, 0.0742238312959671, 6.227772928468767e-07, 0.027874555438756943]"
albertaweightlifting alberta weightlifting association olympic weightlifting gallery alberta ranking alberta record holders accomplishments weightlifting sports,5,"[4.490425999392755e-05, 5.866069386684103e-06, 1.0518280760152265e-05, 4.8958908038798654e-09, 4.438591076905141e-06, 0.9998959302902222, 2.163857759640564e-09, 3.84266022592783e-05]"
sirlinksalot weight olympic weightlifting links links information weightlifting olympic games sports,5,"[4.835338813791168e-07, 3.862651283270679e-06, 5.09637594348078e-08, 1.0863514254833007e-10, 1.0196659516736872e-08, 0.9999955892562866, 1.035703987850578e-11, 1.067580157609882e-08]"
britannica article weight lifting weight lifting encyclopaedia britannica weight lifting sport barbells lifted exercise sports,4,"[1.6783678802312352e-05, 0.00290717463940382, 4.843424176215194e-05, 0.00020980447879992425, 0.553993821144104, 0.4403669834136963, 1.4759646091988543e-06, 0.002455546520650387]"
olympic website olympic movement ceremony london olympic games mark occasion events sports,5,"[0.0027697111945599318, 1.677049476711545e-05, 1.9459426070511654e-08, 2.4546571372741077e-12, 9.4596126487545e-09, 0.9972135424613953, 1.6008451508842114e-11, 1.0072249978509973e-10]"
olympic games index international olympic committee olympic games olympic games history antiquity greece peloponnese sports,5,"[0.001969069940969348, 0.0005217231810092926, 6.725581869204689e-08, 2.7638039426514105e-11, 5.265043157010041e-08, 0.9975088834762573, 1.5833495625727778e-10, 2.385840502938663e-07]"
wikipedia wiki olympic games olympic games wikipedia encyclopedia encyclopedia article history events sports,5,"[5.085685206296375e-09, 4.881473358864241e-08, 1.3798311104817884e-10, 5.286994258189848e-13, 3.2573749253472783e-11, 1.0, 2.195422879949782e-12, 2.080654315506081e-09]"
wikipedia wiki ancient olympic games ancient olympic games wikipedia encyclopedia ancient olympic games olympic games greek ολυμπιακοί αγώνες olympiakoi agones athletic sports,5,"[0.0008445836720056832, 0.00026190205244347453, 5.903319433286924e-08, 6.218561221515984e-10, 3.679897133679333e-07, 0.9988872408866882, 9.602977968370396e-09, 5.987689291941933e-06]"
beijing website beijing olympic games web games beijing sports,5,"[9.205490982822084e-07, 1.8642338091012789e-06, 2.012956883845618e-06, 5.464234620333741e-11, 1.3990120910703507e-12, 0.9999951124191284, 2.5829277952582608e-12, 1.5672153852452908e-10]"
perseus tufts edu olympics ancient olympics perseus project exhibit ancient olympics tribute centennial olympic games atlanta georgia sports,5,"[7.0210044214036316e-06, 1.9065877765456207e-09, 5.991050017195576e-11, 2.632543705596846e-13, 1.1126395360605557e-09, 0.9999929666519165, 5.039312717114441e-12, 2.820530788094633e-11]"
athens athens olympic games δεν είναι διαθέσιμο παρακαλούμε επισκεφθείτε http www olympic org http beijing com visit sports,5,"[0.01068127155303955, 0.00031321882852353156, 2.1443861442094203e-06, 2.186909403567583e-10, 4.415242074173875e-07, 0.9890029430389404, 2.617427663498262e-10, 4.7477247022698066e-08]"
enchantedlearning olympics olympics enchantedlearning com ancient greeks dedicated olympic games god zeus games olympic torch designed games sports,5,"[0.00023524148855358362, 2.0527697870420525e-06, 4.003290854370789e-08, 5.204878628789489e-12, 8.411928931195689e-09, 0.999761164188385, 6.673726016259707e-10, 1.5347594626291539e-06]"
library thinkquest olympic games olympic games competition grounds worlds athletes sports,5,"[2.7359861931586238e-08, 8.689525543559284e-08, 1.7182223643885663e-07, 2.5558936911362906e-11, 1.4393535191850604e-12, 0.9999996423721313, 2.5650752355499407e-11, 1.1188743265222456e-08]"
torino eng olympicgames home index torino olympic games organizing committee information sports venues tickets products cultural olympiads tourism sports,5,"[0.00015632131544407457, 2.1407370809356507e-07, 3.071808691856859e-07, 8.018985594906297e-14, 1.166953496724646e-13, 0.9998431205749512, 7.225854571808743e-13, 1.535507543337644e-08]"
museum upenn edu new olympics olympicintro shtml story ancient olympic games ancient games fair square sports money modern games sexist political sports,5,"[0.0012606953969225287, 0.0017167258774861693, 8.409474361315006e-08, 9.52805000696555e-13, 6.633855270665734e-11, 0.9970222115516663, 4.225327865370332e-10, 2.1669825400749687e-07]"
britannica article olympic games olympic games encyclopaedia britannica olympic games athletic festival ancient greece revived century games sports,5,"[0.009672058746218681, 0.00020916805078741163, 7.986988066477352e-07, 2.4987201543980042e-11, 6.638248351009679e-08, 0.9901170134544373, 4.382284313209084e-09, 8.884488238436461e-07]"
gbrathletics olympic gbrolympics com london-olympics com olympic games medallists united kingdom track field all-time lists medallists sports olympic games sports,5,"[5.15765763431375e-10, 1.96121217044265e-08, 4.128558606097954e-12, 6.246514349744986e-15, 4.515339057514778e-12, 1.0, 8.803140237167301e-14, 2.7305391021165137e-12]"
devlab dartmouth edu olympic olympic games virtual museum moved olympic games virtual museum moved location olympic games virtual museum url browser sports,5,"[7.318678552081792e-09, 3.58422482804599e-08, 1.101922553203849e-09, 7.256279466183457e-10, 2.093800176641847e-12, 0.9999997615814209, 1.3381067955064996e-11, 2.952688191726338e-07]"
minbar dartmouth edu greecom olympics olympic games ancient hellenic world virtual museum ancient olympic games virtual museum plethora information games forefathers modern olympics sports,5,"[1.754467348291655e-06, 2.6130021524295444e-06, 1.850821496063304e-09, 5.582923706670684e-11, 1.5032155520344759e-09, 0.9999954700469971, 2.3987618558152235e-09, 6.475919889226134e-08]"
athens olympic sports,5,"[0.05026158317923546, 3.0329396395245567e-05, 1.0242014525374543e-07, 1.1596483773246291e-09, 2.5944713044623313e-08, 0.9497078657150269, 6.349385017756504e-09, 6.32296917046915e-08]"
explore olympics olympic games harder olympic games world international athletic competition olympics finest athletes sports,5,"[9.027014016282919e-07, 6.485410040113493e-07, 1.1780486308676785e-10, 2.7321001973908306e-14, 2.063668680385433e-12, 0.9999984502792358, 2.435433311184093e-13, 3.743070523670733e-12]"
forthnet olympics athens index olympics index olympics modified description dir parent directory -feb- apache server www forthnet port sports,5,"[8.198873547371477e-05, 7.5863672464038245e-06, 9.656192787588225e-07, 6.154672860247956e-07, 2.8001474561278883e-07, 0.9999057054519653, 3.0428926045544813e-09, 2.8106096578994766e-06]"
amazon olympic games leslie what amazon com olympic games books leslie amazon com olympic games books leslie leslie sports,5,"[8.688155617164739e-08, 5.751923890784383e-05, 5.083839482722396e-07, 8.786185112796829e-10, 6.093267046480833e-08, 0.9999393224716187, 3.4305300267156724e-10, 2.406097564744414e-06]"
london london homepage wimbledon home england lawn tennis croquet club setting marking london olympic games sports,5,"[1.1487130677778623e-06, 5.411856704995444e-07, 2.0253762209043735e-11, 4.1551801604512717e-13, 1.2152148176625133e-09, 0.9999982118606567, 1.3935673361803458e-12, 4.3272149752304756e-11]"
espn espn leader sports information college professional sports sports,5,"[1.1746602301965225e-10, 6.303025656961836e-08, 2.2231518015392027e-10, 1.545553940905664e-12, 1.6555261664590731e-13, 0.9999998807907104, 9.609430612345093e-11, 5.4679202138308014e-11]"
sports yahoo yahoo sports sports news scores rumors fantasy games sports news scores rumors fantasy games sports,5,"[2.7555207005036664e-09, 9.186097571500795e-08, 1.6087707555012543e-10, 7.81002519600893e-12, 5.922667412928961e-13, 0.9999009370803833, 7.854509685885358e-13, 9.893134119920433e-05]"
cnn cnn yes com news scores sports illustrated sports news cable news network cnn sports illustrated magazine sports,5,"[4.7817327875065985e-09, 1.3023517908550275e-07, 1.7442536304201894e-09, 9.20783727043073e-10, 2.2199270199863008e-10, 0.9999997615814209, 9.392050608712636e-16, 1.5886050164226617e-07]"
msnbc msn sports news headlines nfl nba nhl mlb pga nascar scores up-to-the minute sports report scores features msnbc com professional collegiate baseball football basketball sports,5,"[1.6819338077237594e-13, 5.133475311502878e-10, 3.27566133939694e-11, 7.913193890299666e-14, 1.0563441058832578e-14, 1.0, 1.0037219325721781e-16, 9.659203215051093e-09]"
msn foxsports fox sports msn sports news standings stats foxsports com msn live scores in-depth player team news rumors stats schedules team standings fantasy sports nfl mlb nba sports,5,"[1.1993571934210134e-11, 3.4024318917857954e-09, 1.6222287402278823e-11, 2.988937019437511e-14, 1.2452664191421516e-14, 1.0, 3.182394103574032e-17, 4.942809717078944e-09]"
nytimes pages sports index sports news york newspaper breaking news baseball basketball football college sports hockey soccer tennis golf horse racing motor sports boxing sports,5,"[1.0850183734334787e-14, 3.4157547901259022e-09, 4.6938527283740816e-14, 4.889774561920082e-16, 2.0501845917974366e-15, 1.0, 2.876742595429563e-17, 1.3801258746948264e-10]"
usatoday sports default sports news stories scores stats pro college fantasy up-to-the-minute sports news information professional college school fantasy sports teams plus real-time sports scores stats sports,5,"[1.1901810093029042e-10, 1.928137205453595e-09, 2.0645993248358252e-10, 7.792814923088601e-14, 3.6955871305852095e-13, 1.0, 4.245317273177292e-14, 6.531932546932628e-12]"
sports online gambling sports com sports betting online betting las vegas gambling sports com specializing online sportsbooks sports books sportsbooks sports gambling sports,5,"[4.514961755158753e-12, 1.4380835411387238e-09, 4.31784652477063e-09, 5.260814787272361e-12, 1.7042065729531292e-13, 0.9999946355819702, 1.7531783121942286e-15, 5.326687642082106e-06]"
news yahoo sporting news sports headlines yahoo news yahoo news breaking sports news headlines articles football baseball basketball motor sports hockey golf tennis sports,5,"[2.1658640931621932e-15, 1.7721039080598189e-09, 7.095048832304884e-13, 3.3524487981669016e-13, 1.2004011168051647e-14, 0.9999998807907104, 1.206086243128458e-17, 6.895162840692137e-08]"
dmoz sports directory sports business consumer services sporting games gambling sports games video games sports kids teens sports sports,5,"[5.825024825960616e-15, 1.4950396606469574e-12, 3.065225850917841e-11, 1.6493379578763623e-11, 2.4794771948501507e-17, 0.9999600648880005, 1.0437271497784885e-17, 3.997522799181752e-05]"
newsday sports newsday com sports career barry bonds career babe career sports blogs golf island golf island college sports blog sports,5,"[8.295479754505397e-12, 1.1427507473626974e-07, 2.2279643407951966e-11, 5.972776093154941e-12, 3.650023339130115e-10, 0.9999998807907104, 1.0360858872238143e-11, 6.302739580243966e-11]"
latimes sports los angeles california sports sports scores news professional college sports,5,"[0.0001232574286404997, 1.406628484801331e-07, 2.1271058869842818e-07, 2.436826573859463e-10, 2.543060428905619e-09, 0.9998763799667358, 2.7454735707088673e-10, 7.374505450741253e-10]"
sfgate sports sfgate sports news blogs scores columns articles san francisco chronicle sports,5,"[1.0749794654429934e-07, 3.909228496468131e-07, 1.4378477430909697e-07, 2.9162297576768026e-10, 3.2061844290609542e-09, 0.9999994039535522, 1.4366542894564405e-12, 3.113639568397275e-09]"
wikipedia wiki sport sport wikipedia encyclopedia sport activity governed rules customs engaged sports activities sports,5,"[5.6410602411460786e-08, 9.23850620893063e-06, 8.467336831685657e-10, 7.562731552113178e-10, 3.3737723725835167e-09, 0.999990701675415, 1.496735002604055e-08, 1.8223802911165876e-08]"
baltimoresun sports sports baltimoresun com baltimore orioles baltimore ravens maryland terrapins lacrosse school sports statistics baltimore sun sports,5,"[2.319668510608608e-06, 3.249314249842428e-05, 1.2023005702133105e-08, 1.1777737896068174e-08, 3.912970498731738e-07, 0.9999643564224243, 3.775497248170723e-07, 3.135335768789105e-09]"
washingtonpost sports nid top sports sports washingtonpost com sports news schedules rosters washington redskins wizards orioles united mystics nationals features washington virginia maryland sports,5,"[1.2110562238376588e-05, 0.00402548024430871, 1.0832392945303582e-05, 9.191359851001835e-08, 7.170571734604891e-06, 0.9959442019462585, 8.480362245766315e-11, 3.5090641503643383e-10]"
dir yahoo recreation sports sports yahoo directory discover sites sports news sports industry sport play information favorite sports athlete sports,5,"[3.7152336762602545e-10, 1.6272561076391412e-10, 1.7390526952515417e-12, 7.368413469438159e-14, 1.0850939287723738e-12, 1.0, 3.899228504775131e-15, 6.054257789545048e-12]"
chicagotribune sports sports news headlines chicago tribune news articles columnists tv-radio schedules chicago sports teams chicago bears chicago rush football chicago bulls basketball sports,5,"[1.1631413063609153e-12, 2.3293576134619798e-07, 3.592809036390143e-11, 6.236340653956174e-13, 6.529885139550107e-13, 0.9999997615814209, 5.884368986566656e-17, 2.6549315634838422e-08]"
suntimes sports index chicago sun-times sports national internation news articles columnists blogs videos sports,5,"[1.7485232706171416e-10, 2.894378425821742e-08, 7.162268556015761e-10, 1.0655041085549932e-11, 4.615185664191834e-11, 0.9999998807907104, 5.755590147142392e-15, 9.700971048687279e-08]"
seattletimes nwsource sports sports news seattle newspaper seattle headlines delivered inbox morning sports mariners sonics storm seahawks huskies cougars school sports,5,"[1.3101001172799442e-07, 3.15188844979275e-05, 4.6199377834454936e-07, 5.374527489721004e-08, 6.351088813971728e-05, 0.9999043941497803, 6.605175434382105e-11, 4.91311613615153e-09]"
manutd manchester united football club news transfer rumours online ticket sales live match commentary video highlights player profiles mobile content wallpapers sports,5,"[1.3369620688319372e-10, 1.1620740991702405e-07, 3.4441942631247e-08, 8.955519659181732e-11, 2.2936056266048555e-12, 0.9999996423721313, 3.436843330324816e-16, 1.8389901867976732e-07]"
chelseafc chelsea football club welcome chelsea football club website sports,5,"[0.0002059313264908269, 1.1297235687379725e-05, 1.1084069910793914e-06, 2.4260367048611897e-09, 2.2697206532029668e-06, 0.9997794032096863, 8.64464333449888e-10, 5.554966486798207e-10]"
liverpoolfc liverpool football club news archive mobile ringtones colour backgrounds text updates live match commentary match highlights goals sports,5,"[4.3790360226836356e-11, 1.0945492334712981e-07, 5.502840960680544e-10, 1.5617039605952954e-10, 3.929474079455986e-09, 0.999998927116394, 1.172096951830917e-13, 9.641752285460825e-07]"
arsenal arsenal com travel club conditions ladies help sheffield celebrate arsenal savings accounts save club sports,5,"[0.0001004578807624057, 0.0011905806604772806, 0.00015632083523087204, 3.965797912286462e-09, 5.5268169489863794e-06, 0.9985470175743103, 1.1854044135173325e-10, 6.682204789498769e-11]"
codemasters clubfootball club football teams europe lined season signings club football sports,5,"[2.9916191052192787e-12, 5.823000606142159e-07, 5.74564788108356e-12, 4.7525369056833355e-12, 2.3469711417367645e-12, 0.9999994039535522, 6.166455421372646e-14, 5.306183270548104e-10]"
mcfc manchester city homepage news club information fixtures tables live commentary hospitality tickets statistics stadium fans zone sports,5,"[4.391334300635208e-07, 1.955058223757078e-06, 3.333766684932016e-08, 9.291662057819838e-12, 1.303027685750635e-10, 0.999997615814209, 8.410041902522179e-15, 5.61462565329407e-09]"
toronto mlsnet toronto home home getting kicks toronto stay pitch loop tfc e-newsletter news announcements sports,5,"[8.42635509978873e-12, 2.922176349784422e-07, 2.1049428866604103e-09, 1.8801557533087987e-12, 3.3162837059785844e-11, 0.9999997615814209, 1.2811643022511698e-13, 1.8049850503132348e-09]"
wikipedia wiki barcelona barcelona wikipedia encyclopedia club stadium camp nou fans barcelona culers culés socis club owners sports,5,"[1.292862407353823e-06, 4.246474816227419e-07, 1.2353108758134113e-08, 3.672288029221704e-09, 6.759459103555798e-10, 0.9999982118606567, 4.30350763705456e-12, 4.857777291533694e-09]"
hiberniantv hibernian hibernian interactive subscritpion service hibernian football club on-line hibernian matches home covered sports,5,"[1.143920097534945e-10, 1.7202649971181927e-08, 8.739658302614473e-12, 2.5016517720202747e-13, 1.4068873843697816e-10, 1.0, 5.92146638797239e-14, 1.9038817744565506e-10]"
falkirkfc falkirk football club updated news player profiles match reports sports,5,"[2.2768538443518338e-10, 7.993385509053041e-09, 8.120788069776452e-11, 6.570552478837866e-13, 2.7420146153644964e-09, 1.0, 2.0381381315732333e-14, 1.1914697744044855e-12]"
wikipedia wiki liverpool liverpool wikipedia encyclopedia wikipedia encyclopaedia entry club information honours history records sports,5,"[3.69551926269196e-05, 3.997146995970979e-05, 2.230541667813668e-06, 3.697886796771854e-08, 5.368740403355332e-07, 0.9998717308044434, 7.402451984717118e-08, 4.8449044697918e-05]"
derrycityfc cityweb derry city football club online cityweb derry city football club online derry city fai league ireland premier division sports,5,"[5.7859004698457284e-08, 2.1114414266776294e-05, 1.7200174617926223e-09, 3.1933449218257692e-09, 1.3595252701392724e-09, 0.99997878074646, 1.878371763686104e-11, 3.886817090403838e-09]"
latocadita tocadita football club amateur soccer club news events try-outs history sports,5,"[2.8782129457560757e-10, 1.725068621283299e-08, 2.8575849098013556e-14, 3.731543933306039e-15, 3.5680243204438966e-09, 1.0, 4.967957333490078e-14, 1.2672194294339328e-13]"
pompeyfc premiumtv portsmouth football club welcome portsmouth football club website sports,5,"[2.3561269699712284e-05, 8.063672794378363e-06, 1.7890865677827605e-08, 1.0902845293259134e-09, 2.7528066937065887e-08, 0.9999679327011108, 2.1365451075006092e-11, 3.744211483081017e-07]"
fcumfiles united manchester fcum web united garforth town harrogate railway lancaster city mossley newcastle star ossett albion radcliffe borough sports,1,"[0.05497866868972778, 0.6652818918228149, 0.014144905842840672, 1.0678570106392726e-05, 3.806006134254858e-05, 0.09929919242858887, 0.032068587839603424, 0.13417799770832062]"
gazettelive borofc gazette live boro news updates riverside news updates boro riverside sports,5,"[1.63923941727262e-05, 3.420654479668883e-07, 3.238890030843322e-06, 3.0452283056314755e-11, 7.806763278495055e-06, 0.9999722242355347, 1.2619949356362792e-11, 5.982171424889771e-10]"
evertonfc evertonfc com website everton football club news fixtures tables live commentary statistics players fans zone sports,5,"[6.639445437883751e-09, 2.841026571331895e-06, 1.0741212363996056e-09, 7.442487598430247e-11, 1.8719239491815642e-09, 0.9999971389770508, 3.883308876285324e-13, 1.0843538289506682e-09]"
fulhamfc fulham football club fulham football club website fulham news updates craven cottage ffc archives club history managers audio video sports,5,"[1.3782712358079152e-06, 1.239469042957353e-06, 1.0191515409374574e-09, 4.966483335699934e-10, 5.167930225979944e-07, 0.9999969005584717, 2.2768269474643388e-12, 4.2949501732891804e-08]"
fchd btinternet football club history database index football club history database fchd statistical breakdown history football clubs england wales sports,5,"[3.775952439610819e-09, 5.283720020088367e-05, 9.981533821701305e-09, 2.0211844642403776e-08, 1.5077461057444452e-06, 0.999944806098938, 3.1821341117677093e-09, 8.281258487841114e-07]"
esteghlalfc chat live esteghlal fans website soccer team esteghlal fan website esteghlal soccer club tehran iran esteghlalfc com professional soccer website sports,5,"[1.3229368989176038e-10, 2.965290946121968e-07, 5.6335758974457306e-11, 6.774072622284244e-12, 1.1310063996461395e-11, 0.9999997615814209, 1.3913752149128517e-13, 2.857528623445571e-11]"
expertfootball players profiles soccer players profiles soccer players biography pictures multimedia sports,5,"[7.813134139667e-09, 6.001279473366594e-08, 3.965907029862548e-12, 9.809659323994219e-14, 5.648255196888385e-10, 0.9999998807907104, 2.3449319742907537e-12, 5.087302246131742e-10]"
ussoccerplayers united national soccer team players association league owners job dressing big-time players signs soccer sports,5,"[1.3388837942329701e-05, 0.0010579879162833095, 4.0424138205708005e-06, 1.9922355321000396e-08, 4.324280325818108e-06, 0.998920202255249, 3.332291387270203e-11, 3.0929503402887804e-10]"
wikipedia wiki list football soccer players lists football soccer players wikipedia encyclopedia lists association football soccer players football soccer players caps football soccer sports,5,"[4.0766999151453653e-13, 4.356703442454091e-08, 2.2361534282241968e-13, 5.704244802201552e-12, 7.99561217235123e-09, 1.0, 2.1053769621789953e-13, 1.7668651264290958e-10]"
ussoccer soccer women spartan stadium players women world under- women national soccer team panama sports,5,"[7.479741270799423e-09, 2.8324046752459253e-07, 4.838832920505201e-14, 2.7380112066488493e-12, 2.225500566055416e-07, 0.9999995231628418, 6.703469376811988e-12, 1.6598042384963207e-12]"
mapsofworld fifa world cup famous players soccer players foorball players soccer players soccer players countries soccer players sports,5,"[1.607635413680697e-10, 7.81608946454071e-08, 1.55407388346962e-11, 6.687947857195523e-14, 5.762624266658634e-10, 0.9999998807907104, 1.5620582084763246e-12, 7.6093402412436e-12]"
dir yahoo recreation sports soccer players players soccer yahoo directory yahoo reviewed sites soccer players sports,5,"[5.07192447762872e-11, 1.5389259866438465e-09, 1.0205114531203208e-11, 1.1940587407721637e-12, 3.596095643487729e-10, 1.0, 9.820481694554697e-14, 5.024378482709757e-11]"
soccerassociation soccer transfers soccer players statistics soccer clubs players scorers transfers fixtures tables world leagues sports,5,"[3.5407379805896255e-10, 1.0243447832181118e-06, 3.9532802031949643e-10, 2.1902737192295782e-14, 1.6041864725480082e-08, 0.999998927116394, 2.4055889658730623e-12, 1.926499324650388e-13]"
msnbc msn soccer players signs brain shrinkage health news college-age soccer players degree brain-tissue shrinkage study sport carries risk sports,5,"[6.318507939084839e-09, 3.3567762329766992e-06, 1.266132754196292e-10, 1.0364164637621798e-08, 8.522615826223046e-05, 0.9999111890792847, 2.083191258384076e-11, 1.7694171106086287e-07]"
digg soccer toronto police and chilean soccer players brawl digg toronto police chilean soccer players brawl fault trained police officers riled soccer players hmmm toronto police talking lapd sports,5,"[3.6166905581502817e-10, 0.0011100847041234374, 4.308728929203198e-09, 4.076708304268095e-09, 6.342969527395326e-08, 0.9988810420036316, 1.0257980229133601e-11, 8.793862434686162e-06]"
washingtonpost dyn content article soccer players home eyes washingtonpost com clare greenberg opportunity south africa arrived unsolicited page white notebook paper folded sports,5,"[1.883085154474884e-08, 1.739824483593111e-06, 1.4880370546865862e-10, 5.781097267565372e-10, 7.04646296867395e-08, 0.9999980926513672, 2.802035166393768e-11, 6.846719302622262e-10]"
sportsillustrated cnn olympics writers iraq com writers wahl iraqi soccer players upset bush sadir goal-scorer star player professional soccer team najaf city fans sports,5,"[1.5705473588312202e-09, 6.545577093675092e-07, 2.1002560801619552e-11, 7.43148923475212e-13, 6.575745503667463e-11, 0.9999994039535522, 1.664430117508304e-15, 1.958253337264182e-09]"
reuters article healthnews idushar signs brain shrinkage soccer players health reuters amy norton york reuters health college-age soccer players degree brain-tissue shrinkage study sports,5,"[8.105067728081394e-09, 1.0484566246304894e-06, 4.995804325780284e-10, 5.121490453952049e-10, 0.0030470045749098063, 0.9969519376754761, 2.131325532728212e-10, 9.135430190099214e-09]"
allposters courage soccer players posters courage soccer players prints allposters com courage soccer players prints allposters com posters prints professional custom framing sports,5,"[1.0508731520531e-06, 4.1799768951023e-05, 1.747243594252268e-08, 5.495028321256257e-10, 2.287554889335297e-05, 0.999934196472168, 3.829296255086767e-11, 3.728378938916421e-09]"
slate brazilian soccer players nick schulz world cup kicked defending champ brazil field croatia south american squad features fifa sports,5,"[1.936054268292242e-11, 2.568027639426873e-07, 7.454834492770512e-12, 6.850988824641177e-14, 1.1436952079835194e-10, 0.9999997615814209, 4.666698342863096e-13, 1.3092375183987315e-08]"
english people people daily online argentine soccer players burgled website people daily newspaper china business world science education sports news commentaries sports,5,"[3.440934759346703e-10, 1.8093692233378533e-06, 9.034387460360449e-08, 1.601322852096132e-09, 1.301680097043345e-09, 0.9999980926513672, 1.7555134429469987e-11, 1.2054755416102125e-08]"
healthlink mcw edu article injuries soccer players children enjoy playing soccer healthy balance practice game overuse injuries sports,5,"[2.0708461334617567e-10, 5.753993202045615e-13, 3.252949396393562e-14, 2.0860063351148261e-13, 9.609939155552638e-08, 0.9999998807907104, 5.017475218399743e-14, 2.3617822107746544e-12]"
wikipedia wiki united states men national soccer team united national soccer team wikipedia wikipedia encyclopaedia entry national team information statistics sports,5,"[3.173371634912492e-11, 1.5200747839116957e-05, 3.627271399908594e-11, 1.8486660813277211e-10, 1.6310774242356274e-07, 0.999984622001648, 3.3643580543002427e-12, 2.183591973903276e-08]"
